231651,4673,20170610,22:20,00:03,2D,2号厅 ,25
231651,4673,20170611,14:15,15:58,2D,VIP厅 ,75
231651,4673,20170611,22:20,00:03,2D,2号厅 ,25
231651,4673,20170611,14:15,15:58,2D,VIP厅 ,75
231651,4673,20170611,22:20,00:03,2D,2号厅 ,25
231651,2567,20170612,13:10,14:50,2D,2号厅 ,29
231651,2567,20170612,18:10,19:55,2D,8号厅 ,29
231651,2567,20170612,20:20,22:05,2D,8号厅 ,29
231651,2567,20170612,21:10,22:50,2D,6号厅 ,29
231651,2567,20170613,13:10,14:50,2D,2号厅 ,29
231651,2567,20170613,18:10,19:55,2D,8号厅 ,29
231651,2567,20170613,20:20,22:05,2D,8号厅 ,29
231651,2567,20170613,21:10,22:50,2D,6号厅 ,29
